,field,phenomenon,paradigm,score,metric,model,seed,step
16438,syntax,Argument structure,blimp_transitive,0.543,acc,pythia-160m-seed9,9,32
16440,syntax,Filler gap,blimp_wh_island,0.971,acc,pythia-160m-seed9,9,32
16442,syntax,Filler gap,blimp_wh_questions_object_gap,0.995,acc,pythia-160m-seed9,9,32
16444,syntax,Filler gap,blimp_wh_questions_subject_gap,1.0,acc,pythia-160m-seed9,9,32
16446,syntax,Filler gap,blimp_wh_questions_subject_gap_long_distance,1.0,acc,pythia-160m-seed9,9,32
16448,syntax,Filler gap,blimp_wh_vs_that_no_gap,1.0,acc,pythia-160m-seed9,9,32
16450,syntax,Filler gap,blimp_wh_vs_that_no_gap_long_distance,1.0,acc,pythia-160m-seed9,9,32
16452,syntax,Filler gap,blimp_wh_vs_that_with_gap,0.0,acc,pythia-160m-seed9,9,32
16454,syntax,Filler gap,blimp_wh_vs_that_with_gap_long_distance,0.0,acc,pythia-160m-seed9,9,32
16458,syntax,Island effects,blimp_adjunct_island,0.459,acc,pythia-160m-seed9,9,16
16460,morphology,Anaphor agreement,blimp_anaphor_gender_agreement,0.741,acc,pythia-160m-seed9,9,16
16462,morphology,Anaphor agreement,blimp_anaphor_number_agreement,0.542,acc,pythia-160m-seed9,9,16
16464,syntax,Argument structure,blimp_animate_subject_passive,0.591,acc,pythia-160m-seed9,9,16
16466,syntax,Argument structure,blimp_animate_subject_trans,0.798,acc,pythia-160m-seed9,9,16
16468,syntax,Argument structure,blimp_causative,0.408,acc,pythia-160m-seed9,9,16
16470,syntax,Island effects,blimp_complex_NP_island,0.547,acc,pythia-160m-seed9,9,16
16472,syntax,Island effects,blimp_coordinate_structure_constraint_complex_left_branch,0.537,acc,pythia-160m-seed9,9,16
16474,syntax,Island effects,blimp_coordinate_structure_constraint_object_extraction,0.504,acc,pythia-160m-seed9,9,16
16476,morphology,Determiner-Noun agreement,blimp_determiner_noun_agreement_1,0.521,acc,pythia-160m-seed9,9,16
16478,morphology,Determiner-Noun agreement,blimp_determiner_noun_agreement_2,0.49,acc,pythia-160m-seed9,9,16
16480,morphology,Determiner-Noun agreement,blimp_determiner_noun_agreement_irregular_1,0.517,acc,pythia-160m-seed9,9,16
16482,morphology,Determiner-Noun agreement,blimp_determiner_noun_agreement_irregular_2,0.531,acc,pythia-160m-seed9,9,16
16484,morphology,Determiner-Noun agreement,blimp_determiner_noun_agreement_with_adj_2,0.479,acc,pythia-160m-seed9,9,16
16486,morphology,Determiner-Noun agreement,blimp_determiner_noun_agreement_with_adj_irregular_1,0.475,acc,pythia-160m-seed9,9,16
16488,morphology,Determiner-Noun agreement,blimp_determiner_noun_agreement_with_adj_irregular_2,0.528,acc,pythia-160m-seed9,9,16
16490,morphology,Determiner-Noun agreement,blimp_determiner_noun_agreement_with_adjective_1,0.493,acc,pythia-160m-seed9,9,16
16492,morphology,Subject-Verb agreement,blimp_distractor_agreement_relational_noun,0.473,acc,pythia-160m-seed9,9,16
16494,morphology,Subject-Verb agreement,blimp_distractor_agreement_relative_clause,0.479,acc,pythia-160m-seed9,9,16
16496,syntax,Argument structure,blimp_drop_argument,0.649,acc,pythia-160m-seed9,9,16
16498,syntax,Ellipsis,blimp_ellipsis_n_bar_1,0.649,acc,pythia-160m-seed9,9,16
16500,syntax,Ellipsis,blimp_ellipsis_n_bar_2,0.354,acc,pythia-160m-seed9,9,16
16502,syntaxsemantics,Control/raising,blimp_existential_there_object_raising,0.684,acc,pythia-160m-seed9,9,16
16504,semantics,Quantifiers,blimp_existential_there_quantifiers_1,0.921,acc,pythia-160m-seed9,9,16
16506,semantics,Quantifiers,blimp_existential_there_quantifiers_2,0.659,acc,pythia-160m-seed9,9,16
16508,syntaxsemantics,Control/raising,blimp_existential_there_subject_raising,0.437,acc,pythia-160m-seed9,9,16
16510,syntaxsemantics,Control/raising,blimp_expletive_it_object_raising,0.596,acc,pythia-160m-seed9,9,16
16512,syntax,Argument structure,blimp_inchoative,0.405,acc,pythia-160m-seed9,9,16
16514,syntax,Argument structure,blimp_intransitive,0.538,acc,pythia-160m-seed9,9,16
16516,morphology,Irregular forms,blimp_irregular_past_participle_adjectives,0.403,acc,pythia-160m-seed9,9,16
16518,morphology,Irregular forms,blimp_irregular_past_participle_verbs,0.512,acc,pythia-160m-seed9,9,16
16520,morphology,Irregular forms,blimp_irregular_plural_subject_verb_agreement_1,0.522,acc,pythia-160m-seed9,9,16
16522,morphology,Irregular forms,blimp_irregular_plural_subject_verb_agreement_2,0.502,acc,pythia-160m-seed9,9,16
16524,syntax,Island effects,blimp_left_branch_island_echo_question,0.447,acc,pythia-160m-seed9,9,16
16526,syntax,Island effects,blimp_left_branch_island_simple_question,0.545,acc,pythia-160m-seed9,9,16
16528,semantics,NPI licensing,blimp_matrix_question_npi_licensor_present,0.029,acc,pythia-160m-seed9,9,16
16530,semantics,NPI licensing,blimp_npi_present_1,0.317,acc,pythia-160m-seed9,9,16
16532,semantics,NPI licensing,blimp_npi_present_2,0.341,acc,pythia-160m-seed9,9,16
16534,semantics,NPI licensing,blimp_only_npi_licensor_present,0.001,acc,pythia-160m-seed9,9,16
16536,syntaxsemantics,NPI licensing,blimp_only_npi_scope,0.32,acc,pythia-160m-seed9,9,16
16538,syntax,Argument structure,blimp_passive_1,0.566,acc,pythia-160m-seed9,9,16
16540,syntax,Argument structure,blimp_passive_2,0.576,acc,pythia-160m-seed9,9,16
16542,syntaxsemantics,Binding,blimp_principle_A_c_command,0.533,acc,pythia-160m-seed9,9,16
16544,syntaxsemantics,Binding,blimp_principle_A_case_1,0.7,acc,pythia-160m-seed9,9,16
16546,syntaxsemantics,Binding,blimp_principle_A_case_2,0.495,acc,pythia-160m-seed9,9,16
16548,syntaxsemantics,Binding,blimp_principle_A_domain_1,0.35,acc,pythia-160m-seed9,9,16
16550,syntaxsemantics,Binding,blimp_principle_A_domain_2,0.406,acc,pythia-160m-seed9,9,16
16552,syntaxsemantics,Binding,blimp_principle_A_domain_3,0.508,acc,pythia-160m-seed9,9,16
16554,syntaxsemantics,Binding,blimp_principle_A_reconstruction,0.522,acc,pythia-160m-seed9,9,16
16556,morphology,Subject-Verb agreement,blimp_regular_plural_subject_verb_agreement_1,0.468,acc,pythia-160m-seed9,9,16
16558,morphology,Subject-Verb agreement,blimp_regular_plural_subject_verb_agreement_2,0.497,acc,pythia-160m-seed9,9,16
16560,semantics,NPI licensing,blimp_sentential_negation_npi_licensor_present,0.889,acc,pythia-160m-seed9,9,16
16562,syntaxsemantics,NPI licensing,blimp_sentential_negation_npi_scope,0.577,acc,pythia-160m-seed9,9,16
16564,syntax,Island effects,blimp_sentential_subject_island,0.465,acc,pythia-160m-seed9,9,16
16566,semantics,Quantifiers,blimp_superlative_quantifiers_1,0.93,acc,pythia-160m-seed9,9,16
16568,semantics,Quantifiers,blimp_superlative_quantifiers_2,0.696,acc,pythia-160m-seed9,9,16
16570,syntaxsemantics,Control/raising,blimp_tough_vs_raising_1,0.527,acc,pythia-160m-seed9,9,16
16572,syntaxsemantics,Control/raising,blimp_tough_vs_raising_2,0.481,acc,pythia-160m-seed9,9,16
16574,syntax,Argument structure,blimp_transitive,0.538,acc,pythia-160m-seed9,9,16
16576,syntax,Filler gap,blimp_wh_island,0.93,acc,pythia-160m-seed9,9,16
16578,syntax,Filler gap,blimp_wh_questions_object_gap,0.938,acc,pythia-160m-seed9,9,16
16580,syntax,Filler gap,blimp_wh_questions_subject_gap,0.981,acc,pythia-160m-seed9,9,16
16582,syntax,Filler gap,blimp_wh_questions_subject_gap_long_distance,0.972,acc,pythia-160m-seed9,9,16
16584,syntax,Filler gap,blimp_wh_vs_that_no_gap,0.992,acc,pythia-160m-seed9,9,16
16586,syntax,Filler gap,blimp_wh_vs_that_no_gap_long_distance,0.992,acc,pythia-160m-seed9,9,16
16588,syntax,Filler gap,blimp_wh_vs_that_with_gap,0.006,acc,pythia-160m-seed9,9,16
16590,syntax,Filler gap,blimp_wh_vs_that_with_gap_long_distance,0.008,acc,pythia-160m-seed9,9,16
16594,syntax,Island effects,blimp_adjunct_island,0.896,acc,pythia-160m-seed9,9,90000
16596,morphology,Anaphor agreement,blimp_anaphor_gender_agreement,0.994,acc,pythia-160m-seed9,9,90000
16598,morphology,Anaphor agreement,blimp_anaphor_number_agreement,0.994,acc,pythia-160m-seed9,9,90000
16600,syntax,Argument structure,blimp_animate_subject_passive,0.76,acc,pythia-160m-seed9,9,90000
16602,syntax,Argument structure,blimp_animate_subject_trans,0.877,acc,pythia-160m-seed9,9,90000
16604,syntax,Argument structure,blimp_causative,0.731,acc,pythia-160m-seed9,9,90000
16606,syntax,Island effects,blimp_complex_NP_island,0.561,acc,pythia-160m-seed9,9,90000
16608,syntax,Island effects,blimp_coordinate_structure_constraint_complex_left_branch,0.677,acc,pythia-160m-seed9,9,90000
16610,syntax,Island effects,blimp_coordinate_structure_constraint_object_extraction,0.841,acc,pythia-160m-seed9,9,90000
16612,morphology,Determiner-Noun agreement,blimp_determiner_noun_agreement_1,0.987,acc,pythia-160m-seed9,9,90000
16614,morphology,Determiner-Noun agreement,blimp_determiner_noun_agreement_2,0.977,acc,pythia-160m-seed9,9,90000
16616,morphology,Determiner-Noun agreement,blimp_determiner_noun_agreement_irregular_1,0.931,acc,pythia-160m-seed9,9,90000
16618,morphology,Determiner-Noun agreement,blimp_determiner_noun_agreement_irregular_2,0.968,acc,pythia-160m-seed9,9,90000
16620,morphology,Determiner-Noun agreement,blimp_determiner_noun_agreement_with_adj_2,0.933,acc,pythia-160m-seed9,9,90000
16622,morphology,Determiner-Noun agreement,blimp_determiner_noun_agreement_with_adj_irregular_1,0.887,acc,pythia-160m-seed9,9,90000
16624,morphology,Determiner-Noun agreement,blimp_determiner_noun_agreement_with_adj_irregular_2,0.912,acc,pythia-160m-seed9,9,90000
16626,morphology,Determiner-Noun agreement,blimp_determiner_noun_agreement_with_adjective_1,0.958,acc,pythia-160m-seed9,9,90000
16628,morphology,Subject-Verb agreement,blimp_distractor_agreement_relational_noun,0.883,acc,pythia-160m-seed9,9,90000
16630,morphology,Subject-Verb agreement,blimp_distractor_agreement_relative_clause,0.799,acc,pythia-160m-seed9,9,90000
16632,syntax,Argument structure,blimp_drop_argument,0.782,acc,pythia-160m-seed9,9,90000
16634,syntax,Ellipsis,blimp_ellipsis_n_bar_1,0.866,acc,pythia-160m-seed9,9,90000
16636,syntax,Ellipsis,blimp_ellipsis_n_bar_2,0.871,acc,pythia-160m-seed9,9,90000
16638,syntaxsemantics,Control/raising,blimp_existential_there_object_raising,0.846,acc,pythia-160m-seed9,9,90000
16640,semantics,Quantifiers,blimp_existential_there_quantifiers_1,0.982,acc,pythia-160m-seed9,9,90000
16642,semantics,Quantifiers,blimp_existential_there_quantifiers_2,0.205,acc,pythia-160m-seed9,9,90000
16644,syntaxsemantics,Control/raising,blimp_existential_there_subject_raising,0.895,acc,pythia-160m-seed9,9,90000
16646,syntaxsemantics,Control/raising,blimp_expletive_it_object_raising,0.728,acc,pythia-160m-seed9,9,90000
16648,syntax,Argument structure,blimp_inchoative,0.647,acc,pythia-160m-seed9,9,90000
16650,syntax,Argument structure,blimp_intransitive,0.781,acc,pythia-160m-seed9,9,90000
16652,morphology,Irregular forms,blimp_irregular_past_participle_adjectives,0.896,acc,pythia-160m-seed9,9,90000
16654,morphology,Irregular forms,blimp_irregular_past_participle_verbs,0.893,acc,pythia-160m-seed9,9,90000
16656,morphology,Irregular forms,blimp_irregular_plural_subject_verb_agreement_1,0.913,acc,pythia-160m-seed9,9,90000
16658,morphology,Irregular forms,blimp_irregular_plural_subject_verb_agreement_2,0.922,acc,pythia-160m-seed9,9,90000
16660,syntax,Island effects,blimp_left_branch_island_echo_question,0.31,acc,pythia-160m-seed9,9,90000
16662,syntax,Island effects,blimp_left_branch_island_simple_question,0.707,acc,pythia-160m-seed9,9,90000
16664,semantics,NPI licensing,blimp_matrix_question_npi_licensor_present,0.643,acc,pythia-160m-seed9,9,90000
16666,semantics,NPI licensing,blimp_npi_present_1,0.567,acc,pythia-160m-seed9,9,90000
16668,semantics,NPI licensing,blimp_npi_present_2,0.595,acc,pythia-160m-seed9,9,90000
16670,semantics,NPI licensing,blimp_only_npi_licensor_present,0.931,acc,pythia-160m-seed9,9,90000
16672,syntaxsemantics,NPI licensing,blimp_only_npi_scope,0.452,acc,pythia-160m-seed9,9,90000
16674,syntax,Argument structure,blimp_passive_1,0.914,acc,pythia-160m-seed9,9,90000
16676,syntax,Argument structure,blimp_passive_2,0.894,acc,pythia-160m-seed9,9,90000
16678,syntaxsemantics,Binding,blimp_principle_A_c_command,0.603,acc,pythia-160m-seed9,9,90000
16680,syntaxsemantics,Binding,blimp_principle_A_case_1,1.0,acc,pythia-160m-seed9,9,90000
16682,syntaxsemantics,Binding,blimp_principle_A_case_2,0.977,acc,pythia-160m-seed9,9,90000
16684,syntaxsemantics,Binding,blimp_principle_A_domain_1,0.986,acc,pythia-160m-seed9,9,90000
16686,syntaxsemantics,Binding,blimp_principle_A_domain_2,0.79,acc,pythia-160m-seed9,9,90000
16688,syntaxsemantics,Binding,blimp_principle_A_domain_3,0.653,acc,pythia-160m-seed9,9,90000
16690,syntaxsemantics,Binding,blimp_principle_A_reconstruction,0.255,acc,pythia-160m-seed9,9,90000
16692,morphology,Subject-Verb agreement,blimp_regular_plural_subject_verb_agreement_1,0.922,acc,pythia-160m-seed9,9,90000
16694,morphology,Subject-Verb agreement,blimp_regular_plural_subject_verb_agreement_2,0.922,acc,pythia-160m-seed9,9,90000
16696,semantics,NPI licensing,blimp_sentential_negation_npi_licensor_present,0.984,acc,pythia-160m-seed9,9,90000
16698,syntaxsemantics,NPI licensing,blimp_sentential_negation_npi_scope,0.812,acc,pythia-160m-seed9,9,90000
16700,syntax,Island effects,blimp_sentential_subject_island,0.271,acc,pythia-160m-seed9,9,90000
16702,semantics,Quantifiers,blimp_superlative_quantifiers_1,0.885,acc,pythia-160m-seed9,9,90000
16704,semantics,Quantifiers,blimp_superlative_quantifiers_2,0.841,acc,pythia-160m-seed9,9,90000
16706,syntaxsemantics,Control/raising,blimp_tough_vs_raising_1,0.662,acc,pythia-160m-seed9,9,90000
16708,syntaxsemantics,Control/raising,blimp_tough_vs_raising_2,0.86,acc,pythia-160m-seed9,9,90000
16710,syntax,Argument structure,blimp_transitive,0.869,acc,pythia-160m-seed9,9,90000
16712,syntax,Filler gap,blimp_wh_island,0.79,acc,pythia-160m-seed9,9,90000
16714,syntax,Filler gap,blimp_wh_questions_object_gap,0.837,acc,pythia-160m-seed9,9,90000
16716,syntax,Filler gap,blimp_wh_questions_subject_gap,0.943,acc,pythia-160m-seed9,9,90000
16718,syntax,Filler gap,blimp_wh_questions_subject_gap_long_distance,0.907,acc,pythia-160m-seed9,9,90000
16720,syntax,Filler gap,blimp_wh_vs_that_no_gap,0.956,acc,pythia-160m-seed9,9,90000
16722,syntax,Filler gap,blimp_wh_vs_that_no_gap_long_distance,0.949,acc,pythia-160m-seed9,9,90000
16724,syntax,Filler gap,blimp_wh_vs_that_with_gap,0.585,acc,pythia-160m-seed9,9,90000
16726,syntax,Filler gap,blimp_wh_vs_that_with_gap_long_distance,0.316,acc,pythia-160m-seed9,9,90000
16730,syntax,Island effects,blimp_adjunct_island,0.877,acc,pythia-160m-seed9,9,80000
16732,morphology,Anaphor agreement,blimp_anaphor_gender_agreement,0.993,acc,pythia-160m-seed9,9,80000
16734,morphology,Anaphor agreement,blimp_anaphor_number_agreement,0.994,acc,pythia-160m-seed9,9,80000
16736,syntax,Argument structure,blimp_animate_subject_passive,0.733,acc,pythia-160m-seed9,9,80000
16738,syntax,Argument structure,blimp_animate_subject_trans,0.871,acc,pythia-160m-seed9,9,80000
16740,syntax,Argument structure,blimp_causative,0.72,acc,pythia-160m-seed9,9,80000
16742,syntax,Island effects,blimp_complex_NP_island,0.534,acc,pythia-160m-seed9,9,80000
16744,syntax,Island effects,blimp_coordinate_structure_constraint_complex_left_branch,0.667,acc,pythia-160m-seed9,9,80000
16746,syntax,Island effects,blimp_coordinate_structure_constraint_object_extraction,0.826,acc,pythia-160m-seed9,9,80000
16748,morphology,Determiner-Noun agreement,blimp_determiner_noun_agreement_1,0.983,acc,pythia-160m-seed9,9,80000
16750,morphology,Determiner-Noun agreement,blimp_determiner_noun_agreement_2,0.971,acc,pythia-160m-seed9,9,80000
16752,morphology,Determiner-Noun agreement,blimp_determiner_noun_agreement_irregular_1,0.938,acc,pythia-160m-seed9,9,80000
16754,morphology,Determiner-Noun agreement,blimp_determiner_noun_agreement_irregular_2,0.957,acc,pythia-160m-seed9,9,80000
16756,morphology,Determiner-Noun agreement,blimp_determiner_noun_agreement_with_adj_2,0.925,acc,pythia-160m-seed9,9,80000
16758,morphology,Determiner-Noun agreement,blimp_determiner_noun_agreement_with_adj_irregular_1,0.892,acc,pythia-160m-seed9,9,80000
16760,morphology,Determiner-Noun agreement,blimp_determiner_noun_agreement_with_adj_irregular_2,0.9,acc,pythia-160m-seed9,9,80000
16762,morphology,Determiner-Noun agreement,blimp_determiner_noun_agreement_with_adjective_1,0.956,acc,pythia-160m-seed9,9,80000
16764,morphology,Subject-Verb agreement,blimp_distractor_agreement_relational_noun,0.863,acc,pythia-160m-seed9,9,80000
16766,morphology,Subject-Verb agreement,blimp_distractor_agreement_relative_clause,0.79,acc,pythia-160m-seed9,9,80000
16768,syntax,Argument structure,blimp_drop_argument,0.799,acc,pythia-160m-seed9,9,80000
16770,syntax,Ellipsis,blimp_ellipsis_n_bar_1,0.837,acc,pythia-160m-seed9,9,80000
16772,syntax,Ellipsis,blimp_ellipsis_n_bar_2,0.86,acc,pythia-160m-seed9,9,80000
16774,syntaxsemantics,Control/raising,blimp_existential_there_object_raising,0.848,acc,pythia-160m-seed9,9,80000
16776,semantics,Quantifiers,blimp_existential_there_quantifiers_1,0.982,acc,pythia-160m-seed9,9,80000
16778,semantics,Quantifiers,blimp_existential_there_quantifiers_2,0.169,acc,pythia-160m-seed9,9,80000
16780,syntaxsemantics,Control/raising,blimp_existential_there_subject_raising,0.891,acc,pythia-160m-seed9,9,80000
16782,syntaxsemantics,Control/raising,blimp_expletive_it_object_raising,0.761,acc,pythia-160m-seed9,9,80000
16784,syntax,Argument structure,blimp_inchoative,0.631,acc,pythia-160m-seed9,9,80000
16786,syntax,Argument structure,blimp_intransitive,0.79,acc,pythia-160m-seed9,9,80000
16788,morphology,Irregular forms,blimp_irregular_past_participle_adjectives,0.872,acc,pythia-160m-seed9,9,80000
16790,morphology,Irregular forms,blimp_irregular_past_participle_verbs,0.895,acc,pythia-160m-seed9,9,80000
16792,morphology,Irregular forms,blimp_irregular_plural_subject_verb_agreement_1,0.896,acc,pythia-160m-seed9,9,80000
16794,morphology,Irregular forms,blimp_irregular_plural_subject_verb_agreement_2,0.932,acc,pythia-160m-seed9,9,80000
16796,syntax,Island effects,blimp_left_branch_island_echo_question,0.339,acc,pythia-160m-seed9,9,80000
16798,syntax,Island effects,blimp_left_branch_island_simple_question,0.688,acc,pythia-160m-seed9,9,80000
16800,semantics,NPI licensing,blimp_matrix_question_npi_licensor_present,0.657,acc,pythia-160m-seed9,9,80000
16802,semantics,NPI licensing,blimp_npi_present_1,0.476,acc,pythia-160m-seed9,9,80000
16804,semantics,NPI licensing,blimp_npi_present_2,0.543,acc,pythia-160m-seed9,9,80000
16806,semantics,NPI licensing,blimp_only_npi_licensor_present,0.824,acc,pythia-160m-seed9,9,80000
16808,syntaxsemantics,NPI licensing,blimp_only_npi_scope,0.504,acc,pythia-160m-seed9,9,80000
16810,syntax,Argument structure,blimp_passive_1,0.916,acc,pythia-160m-seed9,9,80000
16812,syntax,Argument structure,blimp_passive_2,0.888,acc,pythia-160m-seed9,9,80000
16814,syntaxsemantics,Binding,blimp_principle_A_c_command,0.594,acc,pythia-160m-seed9,9,80000
16816,syntaxsemantics,Binding,blimp_principle_A_case_1,1.0,acc,pythia-160m-seed9,9,80000
16818,syntaxsemantics,Binding,blimp_principle_A_case_2,0.98,acc,pythia-160m-seed9,9,80000
16820,syntaxsemantics,Binding,blimp_principle_A_domain_1,0.993,acc,pythia-160m-seed9,9,80000
16822,syntaxsemantics,Binding,blimp_principle_A_domain_2,0.843,acc,pythia-160m-seed9,9,80000
16824,syntaxsemantics,Binding,blimp_principle_A_domain_3,0.668,acc,pythia-160m-seed9,9,80000
16826,syntaxsemantics,Binding,blimp_principle_A_reconstruction,0.411,acc,pythia-160m-seed9,9,80000
